title,date,startAt,endAt,description,executionMode,projects,lifeArea
Настройка окружения,2025-07-14,10:15,10:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,10:30,10:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,10:45,11:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,11:00,11:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,11:15,11:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,11:30,11:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,11:45,12:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-14,12:00,12:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-07-14,12:30,12:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-07-14,12:45,13:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-07-14,13:00,13:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
сон,2025-07-14,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-14,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-14,18:00,18:15,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-14,18:15,18:30,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-14,18:30,18:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-14,18:45,19:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-14,19:00,19:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-15,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Настройка окружения,2025-07-15,06:00,06:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-15,06:15,06:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-15,06:30,06:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-15,06:45,07:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-15,07:00,07:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-15,07:15,07:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-15,07:30,07:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
в спортзал,2025-07-15,10:30,10:45,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-15,10:45,11:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-15,11:00,11:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-15,11:15,11:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-15,11:30,11:45,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-15,11:45,12:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-15,12:00,12:15,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-15,12:15,12:30,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-15,12:30,12:45,,SELF,Здоровье и спорт,Крепкое здоровье
сон,2025-07-15,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-15,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-15,18:00,18:15,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-15,18:15,18:30,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-15,18:30,18:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-15,18:45,19:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-15,19:00,19:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-16,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Планирование,2025-07-16,05:00,05:15,,SELF,Планирование и рефлексия,Мощное творчество
AI.Безопасность,2025-07-16,07:15,07:30,,SELF,Разработка WOLF,Мощное творчество
AI.Безопасность,2025-07-16,07:30,07:45,,SELF,Разработка WOLF,Мощное творчество
AI.Безопасность,2025-07-16,07:45,08:00,,SELF,Разработка WOLF,Мощное творчество
Настройка окружения,2025-07-16,08:15,08:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-16,08:30,08:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-16,08:45,09:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
в дороге,2025-07-16,12:00,12:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-16,12:15,12:30,,SELF,Бытовые дела,Уход за собой
Спортзал,2025-07-16,12:30,12:45,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,12:45,13:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,13:00,13:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,13:15,13:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,13:30,13:45,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,13:45,14:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,14:00,14:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-16,14:15,14:30,,SELF,Здоровье и спорт,Крепкое здоровье
Настройка окружения,2025-07-16,15:00,15:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-16,15:15,15:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-16,15:30,15:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-16,15:45,16:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
сон,2025-07-16,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-16,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-16,18:00,18:15,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-16,18:15,18:30,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-16,18:30,18:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-16,18:45,19:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-16,19:00,19:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-17,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Планирование,2025-07-17,05:00,05:15,,SELF,Планирование и рефлексия,Мощное творчество
Настройка окружения,2025-07-17,06:00,06:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,06:15,06:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,06:30,06:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,06:45,07:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,07:00,07:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,07:15,07:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,07:30,07:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,07:45,08:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
в спортзал,2025-07-17,10:30,10:45,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-17,10:45,11:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-17,11:00,11:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-17,11:15,11:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-17,11:30,11:45,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-17,11:45,12:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-17,12:00,12:15,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-17,12:15,12:30,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-17,12:30,12:45,,SELF,Здоровье и спорт,Крепкое здоровье
Настройка окружения,2025-07-17,13:00,13:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,13:15,13:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,13:30,13:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,13:45,14:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,14:00,14:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,14:15,14:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Настройка окружения,2025-07-17,14:30,14:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
сон,2025-07-17,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-17,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-17,18:00,18:15,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-17,18:15,18:30,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-17,18:30,18:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-17,18:45,19:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-17,19:00,19:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-18,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Планирование,2025-07-18,05:00,05:15,,SELF,Планирование и рефлексия,Мощное творчество
выйти,2025-07-18,07:00,07:15,,SELF,Бытовые дела,Уход за собой
Стоматолог,2025-07-18,08:00,08:15,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-18,08:15,08:30,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-18,08:30,08:45,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-18,08:45,09:00,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-18,09:00,09:15,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-18,09:15,09:30,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-18,09:30,09:45,,SELF,Здоровье и спорт,Крепкое здоровье
сон,2025-07-18,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-18,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-18,18:00,18:15,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-18,18:15,18:30,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-18,18:30,18:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-18,18:45,19:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-18,19:00,19:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-19,04:00,04:15,,SELF,Сон и восстановление,Уход за собой
AI.WOLF,2025-07-19,04:30,04:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,04:45,05:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,05:00,05:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,05:15,05:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,05:30,05:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,05:45,06:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,06:00,06:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,06:15,06:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,06:30,06:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,06:45,07:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,07:00,07:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,07:15,07:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,07:30,07:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,07:45,08:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,08:00,08:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,08:15,08:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,08:30,08:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,08:45,09:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,09:00,09:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,09:15,09:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,09:30,09:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,09:45,10:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,10:00,10:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,10:15,10:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,10:30,10:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,10:45,11:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,11:00,11:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,11:15,11:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,11:30,11:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,11:45,12:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,12:00,12:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,12:15,12:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,12:30,12:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,12:45,13:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,13:00,13:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,13:15,13:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,13:30,13:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,13:45,14:00,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,14:00,14:15,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,14:15,14:30,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,14:30,14:45,,SELF,Разработка WOLF,Мощное творчество
AI.WOLF,2025-07-19,14:45,15:00,,SELF,Разработка WOLF,Мощное творчество
сон,2025-07-19,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-19,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-19,18:00,18:15,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-19,18:15,18:30,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-19,18:30,18:45,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-19,18:45,19:00,,SELF,Сон и восстановление,Уход за собой
сон,2025-07-19,19:00,19:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,00:00,00:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,00:15,00:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,00:30,00:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,00:45,01:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
Просыпание,2025-07-20,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Неизвестно,2025-07-20,01:45,02:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-20,02:00,02:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-20,02:15,02:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-20,02:30,02:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-20,02:45,03:00,,SELF,Бытовые дела,Уход за собой
в спортзал,2025-07-20,03:00,03:15,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-20,03:15,03:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-20,03:30,03:45,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-20,03:45,04:00,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-20,04:00,04:15,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-20,04:15,04:30,,SELF,Здоровье и спорт,Крепкое здоровье
Спортзал,2025-07-20,04:30,04:45,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-20,04:45,05:00,,SELF,Здоровье и спорт,Крепкое здоровье
в спортзал,2025-07-20,05:00,05:15,,SELF,Здоровье и спорт,Крепкое здоровье
Отдых,2025-07-20,05:15,05:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,05:30,05:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,05:45,06:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,06:00,06:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,06:15,06:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,06:30,06:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,06:45,07:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,07:00,07:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,07:15,07:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,07:30,07:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,07:45,08:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,08:00,08:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,08:15,08:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,08:30,08:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,08:45,09:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,09:00,09:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,09:15,09:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,09:30,09:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,09:45,10:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,10:00,10:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,10:15,10:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,10:30,10:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,10:45,11:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,11:00,11:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,11:15,11:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,11:30,11:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,11:45,12:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,12:00,12:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,12:15,12:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,12:30,12:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,12:45,13:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,13:00,13:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,13:15,13:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,13:30,13:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,13:45,14:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,14:00,14:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,14:15,14:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,14:30,14:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,14:45,15:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,15:00,15:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,15:15,15:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,15:30,15:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,15:45,16:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,16:00,16:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,16:15,16:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,16:30,16:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,16:45,17:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,17:00,17:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-20,17:15,17:30,,SELF,Отдых и развлечения,Уход за собой
Сон,2025-07-20,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-20,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,00:00,00:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,00:15,00:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,00:30,00:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,00:45,01:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-21,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-21,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-07-21,02:30,02:45,,SELF,Питание,Уход за собой
Завтрак,2025-07-21,02:45,03:00,,SELF,Питание,Уход за собой
уезжаю к брату,2025-07-21,03:00,03:15,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,03:15,03:30,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,03:30,03:45,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,03:45,04:00,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,04:00,04:15,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,04:15,04:30,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,04:30,04:45,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,04:45,05:00,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,05:00,05:15,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,05:15,05:30,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,05:30,05:45,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,05:45,06:00,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,06:00,06:15,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,06:15,06:30,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,06:30,06:45,,SELF,Бытовые дела,Уход за собой
уезжаю к брату,2025-07-21,06:45,07:00,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,07:00,07:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,07:15,07:30,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,07:30,07:45,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,07:45,08:00,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,08:00,08:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,08:15,08:30,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,08:30,08:45,,SELF,Бытовые дела,Уход за собой
обед,2025-07-21,08:45,09:00,,SELF,Питание,Уход за собой
обед,2025-07-21,09:00,09:15,,SELF,Питание,Уход за собой
обед,2025-07-21,09:15,09:30,,SELF,Питание,Уход за собой
отдых,2025-07-21,09:30,09:45,,SELF,Отдых и развлечения,Уход за собой
отдых,2025-07-21,09:45,10:00,,SELF,Отдых и развлечения,Уход за собой
отдых,2025-07-21,10:00,10:15,,SELF,Отдых и развлечения,Уход за собой
отдых,2025-07-21,10:15,10:30,,SELF,Отдых и развлечения,Уход за собой
отдых,2025-07-21,10:30,10:45,,SELF,Отдых и развлечения,Уход за собой
в дороге,2025-07-21,10:45,11:00,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,11:00,11:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,11:15,11:30,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,11:30,11:45,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,11:45,12:00,,SELF,Бытовые дела,Уход за собой
Муз курсы,2025-07-21,12:00,12:15,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-21,12:15,12:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-21,12:30,12:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-21,12:45,13:00,,SELF,Обучение профессии музыкант,Мощное творчество
в дороге,2025-07-21,13:00,13:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,13:15,13:30,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,13:30,13:45,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,13:45,14:00,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-21,14:00,14:15,,SELF,Бытовые дела,Уход за собой
Отдых,2025-07-21,14:15,14:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,14:30,14:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,14:45,15:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,15:00,15:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,15:15,15:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,15:30,15:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,15:45,16:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,16:00,16:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-21,16:15,16:30,,SELF,Отдых и развлечения,Уход за собой
Сон,2025-07-21,16:30,16:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,16:45,17:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,17:00,17:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,17:15,17:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-21,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-22,00:00,00:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-22,00:15,00:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-22,00:30,00:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-22,00:45,01:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-22,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-22,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-22,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-07-22,01:45,02:00,,SELF,Питание,Уход за собой
